0.363541,0.0145749,0.112201
0.0708062,0.447115,0.230867
0.396891,-0.0591832,0.44928
-0.162251,0.358611,0.335524
0.426494,0.268127,0.154516
0.344046,-0.146215,-0.0270148
-0.0886947,-0.367611,0.372441
0.220564,0.118414,0.145252
0.371326,-0.491797,-0.167733
-0.343501,-0.326095,0.0795169
0.0793332,-0.462554,-0.405908
-0.308465,0.108252,-0.458793
0.422402,0.00514311,-0.017976
0.371682,0.342892,-0.159365
0.207205,0.269386,-0.391238
-0.138279,0.113432,-0.0374535
0.334707,-0.475263,0.0949352
0.207148,0.245301,-0.286651
-0.1476,0.116627,-0.278448
0.184667,0.273126,-0.104543
-0.235816,-0.14754,-0.0670972
-0.141724,0.0439942,-0.458845
-0.100517,-0.0336039,0.0462978
0.381507,-0.161922,-0.11081
-0.277858,-0.454717,-0.341424
-0.169097,-0.0929954,0.272007
0.29345,-0.258289,0.296744
-0.111615,0.448859,0.0420453
0.101735,-0.198741,-0.341328
0.323287,0.485925,0.431799
-0.281256,-0.249891,-0.215742
0.151647,0.108384,0.328252
0.192801,-0.492133,-0.205352
-0.260901,0.389374,0.132726
0.128289,-0.388484,0.178009
0.286865,-0.0575808,-0.414986
0.0588721,-0.264131,-0.173275
-0.144384,0.124254,-0.224416
0.397662,-0.274011,0.076843
-0.443666,-0.450724,0.0627684
0.488132,-0.23198,0.312877
-0.227609,0.419667,-0.0787381
-0.399357,0.112468,-0.0708708
-0.104709,0.351567,-0.181497
-0.471982,-0.0201435,-0.0699809
0.206027,-0.233279,0.372438
0.291041,0.325593,-0.391693
-0.382234,-0.31879,0.232562
-0.106649,-0.421129,0.458551
0.470194,-0.364795,-0.492173
0.032962,-0.376662,-0.224153
-0.154161,-0.104272,-0.304487
0.267101,-0.00362864,0.307981
-0.303769,0.391663,0.159549
0.0147337,0.41968,-0.360595
0.444753,0.125708,-0.0938736
0.317191,-0.0832512,-0.26828
0.425498,0.0345151,-0.0870706
0.15806,0.427866,-0.00819913
0.116611,0.398059,0.127006
0.124438,-0.0689788,0.250344
0.400284,0.276861,-0.353928
-0.404202,0.0439619,0.142444
0.403779,0.240192,0.0341066
0.0633278,-0.245074,-0.046213
0.202733,-0.300321,-0.420505
-0.391141,-0.48313,-0.00375652
-0.159421,0.442368,-0.469241
0.253509,0.100429,0.458624
-0.254691,-0.28296,0.356684
0.372316,0.341478,-0.212295
0.12266,0.241762,-0.435435
0.268732,0.33756,0.108527
-0.0888243,0.241339,-0.15128
0.445282,-0.195333,0.103646
-0.100931,-0.4926,0.303325
-0.021436,-0.383741,0.320195
0.474807,-0.0431618,0.262563
-0.494434,-0.289653,-0.137008
0.46419,-0.0443439,0.0800318
0.320874,-0.172028,-0.0784906
-0.391421,0.450631,-0.336729
-0.326856,0.219363,-0.499169
0.281672,-0.369461,0.24217
-0.369609,-0.424179,-0.453163
0.234037,-0.0251094,-0.445763
0.0373619,0.453454,-0.329504
-0.142443,0.428262,0.127334
-0.37988,0.433828,0.337681
-0.0168881,0.398018,-0.206663
-0.436856,0.218892,0.121309
-0.015347,0.327471,0.0719398
0.147924,-0.499385,-0.208697
0.148756,0.282287,-0.0781578
-0.109074,0.412678,-0.0023365
-0.062237,0.146715,0.472554
-0.00800034,-0.315923,0.426009
0.162495,0.0416339,0.354271
-0.210171,0.161754,0.288099
-0.37249,-0.355134,0.186117
-0.0791533,-0.291991,-0.0949906
-0.457845,0.192662,-0.267519
0.114095,-0.159413,-0.266904
0.405398,0.489343,-0.484617
-0.17276,-0.119731,0.428061
0.324904,0.318032,0.0747768
0.297458,-0.189969,0.258854
0.223467,0.472527,-0.199512
0.0777371,-0.237644,0.462242
-0.134164,-0.110134,-0.392893
-0.448047,0.310713,-0.184883
-0.043038,0.352868,-0.492221
0.189443,-0.0330371,-0.151634
0.422539,-0.127639,-0.162291
0.437922,0.199602,0.217977
0.365984,0.0245056,0.0360087
-0.0592396,-0.178036,0.34604
-0.300386,-0.45457,0.318567
0.000102222,0.123167,-0.419078
-0.0376561,0.489003,-0.0292116
0.0694513,-0.459044,-0.218499
0.384568,-0.00208241,-0.365631
0.392347,-0.31264,0.101332
-0.259287,-0.390101,0.473693
0.0784217,-0.452179,0.173295
-0.203601,0.413805,-0.3022
0.332407,-0.145435,0.0197639
0.178447,0.0541798,0.0651941
-0.00298625,-0.445718,-0.311639
0.0779362,0.016626,-0.322636
-0.451275,-0.413923,-0.28168
-0.169774,0.470645,0.216237
-0.0354055,0.362993,0.403598
-0.434074,-0.396294,-0.486503
-0.460381,0.182127,-0.438681
0.212914,0.478526,0.475124
0.410714,0.310933,-0.170311
-0.0695219,-0.0106193,0.383869
0.495672,0.486395,0.438151
-0.315967,0.0643307,-0.0452231
-0.138602,0.113055,0.0408542
0.0797176,0.443281,0.0114996
-0.204045,-0.0921246,-0.125508
-0.300447,-0.0261982,-0.0218022
-0.28695,0.0134211,-0.339675
-0.225632,-0.273665,-0.361149
-0.250508,-0.362951,0.449785
0.079181,0.0675274,-0.0608345
-0.0369501,0.0631996,-0.07444
-0.0987992,0.247233,0.489891
0.355978,-0.391369,0.102946
-0.103168,0.188348,0.0462269
0.408332,0.484303,0.454102
-0.217176,-0.316144,-0.0720959
0.261022,-0.103094,0.441325
0.421347,0.171274,-0.33234
-0.439802,0.420766,-0.19529
-0.490017,-5.3376e-05,0.372237
-0.0508519,0.462996,-0.0645633
0.374708,-0.135803,-0.31733
0.364599,-0.279825,-0.208699
-0.0324552,0.117007,0.479649
-0.486228,0.0253386,0.463952
0.467874,0.308162,-0.352192
-0.104222,0.069184,0.0447137
-0.162897,-0.00946921,-0.284012
0.00476372,0.0507288,-0.363247
0.309473,0.0607114,0.1367
0.181711,-0.49014,0.0996963
-0.382853,0.384568,0.463894
-0.200183,0.249167,-0.315931
0.0911174,-0.283289,0.301076
0.0707663,-0.269517,-0.173586
0.0347185,-0.301643,-0.365423
0.182527,0.094135,0.203761
-0.27276,0.431238,-0.305708
-0.0567722,-0.063998,0.24502
0.079981,-0.254525,-0.194268
-0.283319,0.427186,-0.184408
0.316377,-0.455667,-0.299841
0.280271,-0.15585,0.449326
0.46434,0.435268,-0.333963
0.265415,0.00603396,-0.10348
-0.40817,-0.459248,0.0948769
-0.273593,0.223279,-0.310988
0.430168,0.450519,-0.37975
-0.375541,-0.106253,0.0562522
0.36948,0.473728,0.301728
-0.324788,-0.309591,0.228914
-0.00919673,-0.493214,0.273247
0.190963,0.287057,-0.382603
0.140288,0.251397,-0.447335
0.306325,0.0168121,0.0586985
-0.297155,0.108642,0.0994509
0.297722,0.335049,-0.17727
0.486734,0.265216,-0.226751
-0.393016,0.389675,0.166997
0.163237,0.259155,0.140725
-0.0350357,0.434367,0.331134
-0.306122,-0.0748298,0.33792
0.467125,-0.383867,0.124977
-0.415478,0.256421,-0.123626
-0.362814,0.0627466,0.393186
0.195885,0.265592,0.00182819
-0.204664,0.0633144,-0.163123
0.118066,0.0500486,-0.397907
0.391315,0.157033,0.491768
0.0583118,-0.17973,0.250924
-0.300963,0.285234,0.185291
-0.46983,0.479112,-0.389539
