2.5000E+00,2.5000E+00,4.7500E+01,3.79620E+07
2.5000E+00,2.5000E+00,4.2500E+01,3.90473E+08
2.5000E+00,2.5000E+00,3.7500E+01,9.02115E+08
2.5000E+00,2.5000E+00,3.2500E+01,2.06454E+09
2.5000E+00,2.5000E+00,2.7500E+01,4.41801E+09
2.5000E+00,2.5000E+00,2.2500E+01,9.47391E+09
2.5000E+00,2.5000E+00,1.7500E+01,1.99467E+10
2.5000E+00,2.5000E+00,1.2500E+01,3.89134E+10
2.5000E+00,2.5000E+00,7.5000E+00,6.54869E+10
2.5000E+00,2.5000E+00,2.5000E+00,7.03341E+10
2.5000E+00,2.5000E+00,-2.5000E+00,1.43413E+10
2.5000E+00,-2.5000E+00,4.7500E+01,3.53775E+07
2.5000E+00,-2.5000E+00,4.2500E+01,3.65890E+08
2.5000E+00,-2.5000E+00,3.7500E+01,9.10760E+08
2.5000E+00,-2.5000E+00,3.2500E+01,2.05410E+09
2.5000E+00,-2.5000E+00,2.7500E+01,4.36986E+09
2.5000E+00,-2.5000E+00,2.2500E+01,9.40387E+09
2.5000E+00,-2.5000E+00,1.7500E+01,1.97951E+10
2.5000E+00,-2.5000E+00,1.2500E+01,3.90178E+10
2.5000E+00,-2.5000E+00,7.5000E+00,6.55014E+10
2.5000E+00,-2.5000E+00,2.5000E+00,7.02657E+10
2.5000E+00,-2.5000E+00,-2.5000E+00,1.43690E+10
-2.5000E+00,2.5000E+00,4.7500E+01,3.52585E+07
-2.5000E+00,2.5000E+00,4.2500E+01,3.77971E+08
-2.5000E+00,2.5000E+00,3.7500E+01,9.12846E+08
-2.5000E+00,2.5000E+00,3.2500E+01,2.03874E+09
-2.5000E+00,2.5000E+00,2.7500E+01,4.43888E+09
-2.5000E+00,2.5000E+00,2.2500E+01,9.42126E+09
-2.5000E+00,2.5000E+00,1.7500E+01,1.98464E+10
-2.5000E+00,2.5000E+00,1.2500E+01,3.89067E+10
-2.5000E+00,2.5000E+00,7.5000E+00,6.55679E+10
-2.5000E+00,2.5000E+00,2.5000E+00,7.03909E+10
-2.5000E+00,2.5000E+00,-2.5000E+00,1.43625E+10
-2.5000E+00,-2.5000E+00,4.7500E+01,3.15123E+07
-2.5000E+00,-2.5000E+00,4.2500E+01,3.81165E+08
-2.5000E+00,-2.5000E+00,3.7500E+01,9.26998E+08
-2.5000E+00,-2.5000E+00,3.2500E+01,2.02663E+09
-2.5000E+00,-2.5000E+00,2.7500E+01,4.41068E+09
-2.5000E+00,-2.5000E+00,2.2500E+01,9.54208E+09
-2.5000E+00,-2.5000E+00,1.7500E+01,1.97998E+10
-2.5000E+00,-2.5000E+00,1.2500E+01,3.88354E+10
-2.5000E+00,-2.5000E+00,7.5000E+00,6.57622E+10
-2.5000E+00,-2.5000E+00,2.5000E+00,7.03401E+10
-2.5000E+00,-2.5000E+00,-2.5000E+00,1.43791E+10
