1.000001e+00,0.000000e+00,7.389308e+01,0.000000e+00
1.100001e+00,0.000000e+00,6.453442e+00,0.000000e+00
1.200001e+00,0.000000e+00,3.667206e+00,0.000000e+00
1.300001e+00,0.000000e+00,2.407481e+00,0.000000e+00
1.400001e+00,0.000000e+00,1.700246e+00,0.000000e+00
1.500001e+00,0.000000e+00,1.258337e+00,0.000000e+00
2.000001e+00,0.000000e+00,4.088823e-01,0.000000e+00
3.000001e+00,0.000000e+00,9.945720e-02,0.000000e+00
4.000001e+00,0.000000e+00,3.859240e-02,0.000000e+00
5.000001e+00,0.000000e+00,1.886130e-02,0.000000e+00
